year,category,performer,song,place_contest,pts_orch_fin,pts_tele_fin,perc_tele_supfin,youtube_url_studio,youtube_url_live,start
2019,Big Artists,Patty Pravo ft. Briga,Un po' come la vita,21,,,,https://www.youtube.com/watch?v=-3kxcdW4Z5Q,,00:00:45
2019,Big Artists,Anna Tatangelo,Le nostre anime di notte,22,,,,https://www.youtube.com/watch?v=StsxXd15Fgc,,00:01:00
2019,Big Artists,Einar,Parole nuove,23,,,,https://www.youtube.com/watch?v=LNLWPeZD--o,,00:00:48
2019,Big Artists,Nino D'Angelo & Livio Cori,Un'altra luce,24,,,,https://www.youtube.com/watch?v=oenvZbJbdUc,,00:01:05


2021,Big Artists,Maneskin,Zitti e buoni,1,,,,https://www.youtube.com/watch?v=QN1odfjtMoo,https://www.youtube.com/watch?v=aA12F2ZBtJ0,00:00:48
2021,Big Artists,Francesca Michielin & Fedez,Chiamami per nome,2,,,,https://www.youtube.com/watch?v=F92zPP2FbwE,https://www.youtube.com/watch?v=FfMWXw_0jDw,00:00:54
2021,Big Artists,Ermal Meta,Un millione di cose da dirti,3,,,,https://www.youtube.com/watch?v=sC7UluoMaWY,https://www.youtube.com/watch?v=WEUbzJButhc,0:01:04
2021,Big Artists,Colapesce & Dimartino,Musica leggerissima,4,,,,https://www.youtube.com/watch?v=Q7NjUxGMv7Y,https://www.youtube.com/watch?v=cuvjAjNPEcQ,00:00:52
2021,Big Artists,Irama,La genesi del tuo colore,5,,,,https://www.youtube.com/watch?v=ksTDwL45sO0,https://www.youtube.com/watch?v=yWNT5c1OgNA,00:00:56
2021,Big Artists,Willie Peyote,Mai dire mai (La locatura),6,,,,https://www.youtube.com/watch?v=fJtnqQ1RTg4,https://www.youtube.com/watch?v=xvmKG-lT9CA,00:00:41
2021,Big Artists,Annalisa,Dieci,7,,,,https://www.youtube.com/watch?v=dVLen7OOG38,https://www.youtube.com/watch?v=dcu_CBynwEg,00:00:45
2021,Big Artists,Madame,Voce,8,,,,https://www.youtube.com/watch?v=cFAtUbi7a8w,https://www.youtube.com/watch?v=Q11z1wx3AZs,00:00:43
2021,Big Artists,Orietta Berti,Quando ti sei inammorato,9,,,,https://www.youtube.com/watch?v=vp2Pv0gjEdk,https://www.youtube.com/watch?v=a8KsWwEnceQ,00:01:08
2021,Big Artists,Arisa,Potevi fare di più,10,,,,https://www.youtube.com/watch?v=BNPN2qH_yTE,https://www.youtube.com/watch?v=Wgaa_vayr6s,00:01:04
2021,Big Artists,La Rappresentante di Lista,Amare,11,,,,https://www.youtube.com/watch?v=iY9YsLvNNt8,https://www.youtube.com/watch?v=kiT6m-qdbSA,00:00:51
2021,Big Artists,Extraliscio ft. Davide Toffolo,Bianca luce nera,12,,,,https://www.youtube.com/watch?v=e6a57YVcBAs,https://www.youtube.com/watch?v=e-8I58iBdg0,00:00:48
2021,Big Artists,Lo Stato Sociale,Combat pop,13,,,,https://www.youtube.com/watch?v=2BbZ6ENxZCo,https://www.youtube.com/watch?v=QTxoaZC2vcI,00:00:48
2021,Big Artists,Noemi,Glicine,14,,,,https://www.youtube.com/watch?v=WuXm-dk8jQo,https://www.youtube.com/watch?v=4W6tbohN65E,00:00:54
2021,Big Artists,Malika Ayane,Ti piaci così,15,,,,https://www.youtube.com/watch?v=0sEJ1PVS2nE,https://www.youtube.com/watch?v=zdoh-QZnhWY,00:00:46
2021,Big Artists,Fulminacci,Santa Marinella,16,,,,https://www.youtube.com/watch?v=lthcC6H_EIw,https://www.youtube.com/watch?v=wb2Fjo1Ad-8,00:00:54
2021,Big Artists,Max Gazzè,Il farmacista,17,,,,https://www.youtube.com/watch?v=hWx_cFXK3G0,,00:01:06
2021,Big Artists,Fasma,Parlami,18,,,,https://www.youtube.com/watch?v=H0C63z3DPE0,https://www.youtube.com/watch?v=wTTi-ihUYVI,00:00:50
2021,Big Artists,Gaia,Cuore amaro,19,,,,https://www.youtube.com/watch?v=O3zNAEnOIiA,https://www.youtube.com/watch?v=gTOS6ME1d-E,0:00:37
2021,Big Artists,Coma_Cose,Fiamme negli occhi,20,,,,https://www.youtube.com/watch?v=MJhkALvLs0s,https://www.youtube.com/watch?v=fmaU7OGmYIA,00:00:57
2021,Big Artists,Ghemon,Momento perfetto,21,,,,https://www.youtube.com/watch?v=97StT3WjOUk,https://www.youtube.com/watch?v=n_ulpYSjvKQ,00:00:33
2021,Big Artists,Francesco Renga,Quando trovo te,22,,,,https://www.youtube.com/watch?v=V2rJzTt-GpY,https://www.youtube.com/watch?v=xaF61bQbEJE,00:00:50
2021,Big Artists,Gio Evan,Arnica,23,,,,https://www.youtube.com/watch?v=gq7s0ncJHYA,https://www.youtube.com/watch?v=plInqNlTkoU,00:00:48
2021,Big Artists,Bugo,E invece sì,24,,,,https://www.youtube.com/watch?v=H_6VPlCwemY,https://www.youtube.com/watch?v=uk-rAiDMmKM,00:01:12
2021,Big Artists,Aiello,Ora,25,,,,https://www.youtube.com/watch?v=sX3mGMmLGnQ,https://www.youtube.com/watch?v=w6k21kxkG0k,00:00:47
2021,Big Artists,Random,Torno a te,26,,,,https://www.youtube.com/watch?v=E_wl_m8z0jg,https://www.youtube.com/watch?v=g4VA7jk0evM,00:00:57


2022,Big Artists,Mahmood and Blanco,Brividi,1,,,,https://www.youtube.com/watch?v=MA_5P3u0apQ,,00:00:38
2022,Big Artists,Elisa,O forse sei tu,2,,,,https://www.youtube.com/watch?v=0vrbQcOiq-k,,00:00:59
2022,Big Artists,Gianni Morandi,Apri tutte le porte,3,,,,https://www.youtube.com/watch?v=CCQIGH6dl9U,,00:01:08
2022,Big Artists,Irama,Ovunque sarai,4,,,,https://www.youtube.com/watch?v=K4cPTgkYG9c,,00:00:53
2022,Big Artists,Sangiovanni,Farfalle,5,,,,https://www.youtube.com/watch?v=75fwUd-lX_o,,00:00:47
2022,Big Artists,Emma,Ogni volta è così,6,,,,https://www.youtube.com/watch?v=KCzZStAiFTE,,00:00:55
2022,Big Artists,La Rappresentante di Lista,Ciao ciao,7,,,,https://www.youtube.com/watch?v=dxer4GwV1sc,,00:00:59
2022,Big Artists,Massimo Ranieri,Lettera di là dal mare,8,,,,https://www.youtube.com/watch?v=em0sClQAfyk,,00:01:20
2022,Big Artists,Dargen D'Amico,Dove si balla,9,,,,https://www.youtube.com/watch?v=rCdHk1eTe34,,00:00:48
2022,Big Artists,Michele Bravi,Inverno dei fiori,10,,,,https://www.youtube.com/watch?v=EYA9f4_Ofnw,,00:00:49
2022,Big Artists,Matteo Romano,Virale,11,,,,https://www.youtube.com/watch?v=ciUEwnSbry8,,00:00:45
2022,Big Artists,Fabrizio Moro,Sei tu,12,,,,https://www.youtube.com/watch?v=dS5mn2tZX4Y,,00:00:51
2022,Big Artists,Aka 7even,Perfetta così,13,,,,https://www.youtube.com/watch?v=xmJiSoIOfyU,,00:00:43
2022,Big Artists,Achille Lauro feat. Harlem Gospel Choir,Domenica,14,,,,https://www.youtube.com/watch?v=-iq4e2q2rzY,,00:01:10
2022,Big Artists,Noemi,Ti amo non lo so dire,15,,,,https://www.youtube.com/watch?v=6Fj-cufiyqc,,00:00:54
2022,Big Artists,Ditonellapiaga and Donatella Rettore,Chimica,16,,,,https://www.youtube.com/watch?v=2rsteQ4OdLE,,00:00:28
2022,Big Artists,Rkomi,Insuperabile,17,,,,https://www.youtube.com/watch?v=tXeh4PZBgY0,,00:00:45
2022,Big Artists,Iva Zanicchi,Voglio amarti,18,,,,https://www.youtube.com/watch?v=E4LD9eZ8ek4,,00:00:41
2022,Big Artists,Giovanni Truppi,Tuo padre mia madre Lucia,19,,,,https://www.youtube.com/watch?v=oO7P6cz8vxM,,00:00:50
2022,Big Artists,Highsnob and Hu,Abbi cura di te,20,,,,https://www.youtube.com/watch?v=jj5ECjSKuXY,,00:00:59
2022,Big Artists,Yuman,Ora e qui,21,,,,https://www.youtube.com/watch?v=2LED1a799mQ,,00:00:48
2022,Big Artists,Le Vibrazioni,Tantissimo,22,,,,https://www.youtube.com/watch?v=PlmfuAW7_hM,,00:00:52
2022,Big Artists,Giusy Ferreri,Miele,23,,,,https://www.youtube.com/watch?v=gDcxkwwh8ko,,00:00:36
2022,Big Artists,Ana Mena,Duecentomila ore,24,,,,https://www.youtube.com/watch?v=vi8XYHIou7c,,00:00:37
2022,Big Artists,Tananai,Sesso occasionale,25,,,,https://www.youtube.com/watch?v=6CMMrUn9zPY,,00:01:50
